corruption_levels,geometric_margin,functional_margin
0.0,0.05419718309508059,0.25648913807760854
0.0,0.03901591560961646,0.18464351825192138
0.0,-0.006940147044167499,-0.03284436998077045
0.0,0.26780480702432635,1.2673910377630782
0.0,0.2606022467408922,1.2333047924353626
0.0,0.11618589200450741,0.5498518113890528
0.0,0.14455152106060287,0.6840926580925318
0.0,0.35877801385157315,1.697923365731882
0.0,-0.0026478037725224586,-0.012530778697879774
0.0,0.19289521006333596,0.9128800307139046
0.0,0.2699754603145928,1.277663693271927
0.0,0.4197595531125409,1.9865195906731592
0.0,0.42167349101052853,1.995577335997814
0.0,0.5960427084268393,2.8207827752531283
0.0,0.10560206801679643,0.4997636751216993
0.0,0.03807535811380614,0.1801923130852322
0.0,-0.00013600371540513974,-0.0006436400149878452
0.0,0.5039534010180778,2.3849684813257173
0.0,0.4086004426392184,1.9337089008261605
0.0,0.07583637538683281,0.3588970025208612
0.0,0.4479772487659147,2.1200603399031146
0.0,0.3781223774978228,1.7894709125772965
0.0,0.32904267025978984,1.5572003204968925
0.0,0.07037153672017638,0.33303455581611496
0.0,0.5016072402509231,2.373865233544309
0.0,0.5265142860991375,2.4917382733748217
0.0,0.2454830203462017,1.1617527831810959
0.0,0.09177582074285727,0.43433071267567813
0.0,0.19429548794361073,0.919506870820165
0.0,-0.010269201038220469,-0.048599177533231064
0.0,0.08242199964517924,0.3900635870786403
0.0,0.002711707306147936,0.012833203313398212
0.0,0.20752947942122058,0.982136972120147
0.0,0.47789595711505617,2.2616511621309803
0.0,0.3823195371474127,1.8093340456668674
0.0,0.21610502034344628,1.0227208728707116
0.0,0.1531827623759145,0.724940161949334
0.0,0.2972141574657539,1.4065713145850443
0.0,0.3210532345896457,1.5193901733317388
0.0,0.273426769740578,1.293997076842012
0.0,0.2178086775557765,1.03078346109054
0.0,-0.1933599313746865,-0.9150793326293839
0.0,0.2859180361892074,1.3531122186619475
0.0,0.09505879800029284,0.4498674612482155
0.0,0.4593850164796164,2.1740478045863574
0.0,-0.15888818758499335,-0.7519411887679349
0.0,0.2388006972407737,1.1301285696004664
0.0,0.11171144293243367,0.5286764011494657
0.0,0.4213070708749019,1.9938432461541353
0.0,0.31274227433600527,1.4800584053261248
0.0,0.2120644126265035,1.0035986246016413
0.0,0.04313703138370007,0.20414677234094591
0.0,0.010277399429797534,0.04863797656796198
0.0,0.16362189205607086,0.774343529818959
0.0,0.30098891079015916,1.4244354021877847
0.0,0.03645326527808944,0.17251572973615026
0.0,-0.09753069107108514,-0.461565739404762
0.0,0.22001334534347253,1.0412170908166751
0.0,0.33664282317565897,1.593168180066816
0.0,-0.10555815186036954,-0.4995558411261602
0.0,0.2438981093623449,1.154252163610776
0.0,-0.15875367586550967,-0.7513046096503232
0.0,0.2568886345553068,1.2157300563653295
0.0,0.4067891028418979,1.9251367028474324
0.0,0.4607803471891907,2.1806512321188194
0.0,0.3989591669632548,1.8880813912975154
0.0,0.15727399281969723,0.744301983178341
0.0,0.21127242046222233,0.9998505075228566
0.0,0.3734661481109561,1.7674352237476039
0.0,0.12886765183077828,0.6098684665248195
0.0,0.3426716430298705,1.6216996778260095
0.0,0.09836986760818894,0.4655371573716165
0.0,-0.21482127350742986,-1.016645518015053
0.0,0.29797665091207937,1.4101798284536478
0.0,0.11988570256592497,0.5673612310259298
0.0,0.06157675425956108,0.29141309056494324
0.0,0.3180186505549152,1.5050289501270822
0.0,0.22584107020698016,1.068796902936656
0.0,0.33915191847014575,1.605042518412196
0.0,0.08184328249273277,0.38732479780685625
0.0,0.02289504187744643,0.10835119506294066
0.0,0.3316346802599582,1.5694670541694782
0.0,0.02606902434409652,0.1233721238391895
0.0,0.43341512157952383,2.051144812613414
0.0,0.3389509448929834,1.6040914073647397
0.0,0.3803874601301886,1.8001904566360873
0.0,0.2544167106772345,1.2040316324127796
0.0,-0.08266339910508587,-0.39120601433902447
0.0,0.3972650900509921,1.8800641420190582
0.0,0.2993655047579991,1.416752604113054
0.0,0.250063606188384,1.1834304875830148
0.0,0.3687066460887943,1.7449107953247966
0.0,0.15045776323241963,0.712044054778025
0.0,0.28179294838488367,1.333590166868789
0.0,0.12296944880048476,0.58195511522033
0.0,0.36471972112464385,1.726042601643198
0.0,0.42703317812422503,2.0209421510980006
0.0,0.2951034360801512,1.3965822878866372
0.0,0.17307488326760337,0.8190799797530379
0.0,-0.20941465881874516,-0.99105861732714
0.0,0.24599219093735844,1.1641624421080394
0.0,0.1541455280765655,0.7294964678425286
0.0,0.2915708519480421,1.3798642703165775
0.0,0.2445475868212827,1.1573258272982696
0.0,0.04960439644050796,0.23475369311289407
0.0,0.3351339258619256,1.5860272965495281
0.0,0.005029506788811985,0.023802230808836256
0.0,0.6000127858893802,2.839571237832116
0.0,0.33499920907029956,1.5853897469243359
0.0,0.08183611055456544,0.3872908564812405
0.0,0.39414547723233495,1.8653005185741
0.0,0.31443011577444013,1.4880461451131972
0.0,0.21137514470502375,1.0003366518386891
0.0,0.29578153045576344,1.3997913816439813
0.0,0.2718224628635452,1.2864046658604258
0.0,0.31106159421005225,1.4721045565784214
0.0,0.23134230401343459,1.0948315902912644
0.0,0.39120642278185186,1.851391390835024
0.0,-0.053868417688416166,-0.25493324991203437
0.0,0.21186385863723287,1.002649499261385
0.0,0.5504885045899838,2.6051966910570417
0.0,0.2670076732093888,1.263618587730626
0.0,0.4272011550485577,2.0217371048959394
0.0,0.2732098491335701,1.2929704961906685
0.0,0.24053084400220917,1.1383165200850853
0.0,0.35484063100642615,1.6792896310143117
0.0,0.12187776151245974,0.5767886856096879
0.0,0.42261182362561694,2.0000180118767044
0.0,0.44312813851029287,2.0971118389132055
0.0,0.4387049317809552,2.0761789339768626
0.0,-0.1558125541637428,-0.737385698607583
0.0,-0.22421467389231103,-1.0610999532964827
0.0,0.40761592831865606,1.9290496692003565
0.0,-0.06506740461054393,-0.30793265576602025
0.0,0.45620153240793565,2.1589819092944063
0.0,0.2934381438668065,1.3887012627104984
0.0,0.4246726873890566,2.009771086486739
0.0,0.22933204138340096,1.0853179864498546
0.0,0.5383915070517035,2.5479474339051125
0.0,0.4425727955436995,2.0944836683939165
0.0,0.16053047064104944,0.7597133226957871
0.0,-0.41654261323659625,-1.971295365189318
0.0,0.046720695766994245,0.2211065281130864
0.0,0.09411420581608733,0.4453971618465533
0.0,0.162645169294358,0.769721171884728
0.0,0.304063150637171,1.4389842972331341
0.0,0.39854871390442553,1.886138914857444
0.0,-0.08558133490703614,-0.405015197696304
0.0,0.025467719978707896,0.12052644017828296
0.0,0.22634056059876653,1.071160750146991
0.0,0.13053982959040897,0.6177820776718748
0.0,0.5247475528447673,2.4833771766581987
0.0,0.27495725281978795,1.3012401153803848
0.0,-0.2777615624380314,-1.3145115607915634
0.0,0.17444149553854957,0.8255474967611883
0.0,0.4172635236589191,1.9747070866532983
0.0,0.32687455528838194,1.5469396776274285
0.0,-0.28880173776395635,-1.3667593879268671
0.0,0.41837450157305667,1.9799648094969466
0.0,0.1640642605160698,0.7764370464657336
0.0,0.3884529885343982,1.838360714025792
0.0,0.38071121140327063,1.801722615324827
0.0,0.4012709518327985,1.8990219545288163
0.0,0.3986352935626964,1.8865486546383101
0.0,0.3408097271201705,1.6128881274911122
0.0,0.08837735252426657,0.41824740106442215
0.0,-0.0006605025316406112,-0.0031258400411949827
0.0,0.33308430003145817,1.5763274056582262
0.0,0.4389030560645988,2.077116560691794
0.0,0.18541629175775418,0.8774859161049179
0.0,0.17155841640825648,0.8119032732257858
0.0,0.18036202796381312,0.8535665223266373
0.0,-0.1235977694183253,-0.5849286537790331
0.0,0.2498374005297384,1.1823599652587733
0.0,0.028306222850104052,0.13395970577140381
0.0,0.15808324784395816,0.7481317970506508
0.0,0.36070671225206025,1.7070509653985426
0.0,0.07107901049403913,0.3363826881010019
0.0,0.3551564861983894,1.68078442135797
0.0,0.027049253525787048,0.1280110759686618
0.0,0.2670306596400163,1.263727371424583
0.0,-0.20456255595059497,-0.9680959537449306
0.0,0.07811270846654819,0.369669789522899
0.0,-0.1525297532338749,-0.7218497845084124
0.0,0.07932835525462362,0.37542285968400446
0.0,0.27869026594177126,1.3189066667288223
0.0,0.12520877399906594,0.5925527617631757
0.0,0.3993976975121888,1.8901567449615508
0.0,-0.010054535057987394,-0.04758326694341364
0.0,0.41785110161698896,1.977487809846132
0.0,0.37970721999830337,1.7969712080488138
0.0,0.14774140032731387,0.6991888187593137
0.0,0.6037253898064641,2.857141202253437
0.0,0.2977712560429413,1.4092077935628609
0.0,0.3769668817089573,1.7840025080954902
0.0,0.028292377254716405,0.1338941812436637
0.0,0.3367480834465045,1.593666326180713
0.0,0.39777754638298213,1.8824893507732465
0.0,-0.17069453741896579,-0.8078149504622613
0.0,0.4858267063765867,2.2991835748180196
0.0,0.1880359258342792,0.8898833812127976
0.0,0.09517029788278479,0.45039513643579754
0.0,0.24618452608323826,1.1650726716249906
0.0,0.34434129501042615,1.6296013356784296
0.0,0.3177156421583414,1.5035949574723135
0.0,0.3315353918554309,1.568997170019713
0.0,-0.19074135716784307,-0.9026868833737235
0.0,0.4159662298442221,1.9685676204788054
0.0,0.34124634160570927,1.6149544133508695
0.0,-0.04258067562318377,-0.2015138087563073
0.0,0.028745602132578638,0.1360390760820961
0.0,0.4093296001798419,1.9371596519249623
0.0,-0.12871361947236631,-0.6091395056344383
0.0,-0.3014469545196851,-1.42660310232788
